id,applicant_id,challenge_one_score,challenge_two_score,challenge_three_score,submitted_at
20962,219423,1,1,1,2021-09-23T06:44:35.647
20963,219496,1,1,1,2021-09-23T06:51:00.261
20964,219498,1,0,1,2021-09-23T07:04:30.423
20965,219500,0,0,0,2021-09-23T07:17:01.238
20966,219500,1,1,1,2021-09-23T07:20:09.139
20967,219054,3,3,3,2021-09-23T07:34:03.411
20968,214292,3,3,3,2021-09-23T07:39:13.428
20969,219588,0,0,0,2021-09-23T09:56:05.449
20970,205383,0,0,0,2021-09-23T09:57:08.478
20971,219588,3,1,0,2021-09-23T10:26:16.761
20972,219617,1,1,1,2021-09-23T10:33:49.353
20973,219638,3,1,1,2021-09-23T11:31:37.952
20974,219660,1,1,1,2021-09-23T11:33:07.608
20975,219444,3,3,3,2021-09-23T11:46:34.573
20976,219684,0,0,0,2021-09-23T13:13:35.064
20977,218178,3,3,3,2021-09-23T14:05:38.117
20978,219762,3,3,3,2021-09-23T14:33:55.43
20979,219789,3,3,3,2021-09-23T14:39:33.272
20980,219728,3,3,3,2021-09-23T16:15:30.665
20981,218660,3,3,3,2021-09-23T16:44:28.7
20982,215956,3,3,3,2021-09-23T17:40:02.537
20983,212310,3,3,3,2021-09-23T17:49:15.864
20984,219943,1,1,1,2021-09-23T18:14:44.544
20985,218851,3,3,3,2021-09-23T18:17:00.048
20986,212406,3,3,3,2021-09-23T19:01:54.392
20987,219943,3,3,3,2021-09-23T19:06:49.689
20988,206051,0,0,0,2021-09-23T20:40:50.82
20989,206051,0,0,0,2021-09-23T20:45:20.689
20990,219953,3,3,3,2021-09-23T20:56:37.294
20991,220004,1,1,1,2021-09-23T20:58:13.182
20992,220004,1,1,1,2021-09-23T21:26:16.193
20993,220004,1,1,1,2021-09-23T21:28:00.715
20994,219863,3,3,3,2021-09-23T21:55:50.732
20995,220076,0,0,0,2021-09-23T22:33:25.117
20996,220099,0,0,0,2021-09-23T23:31:06.403
20997,220084,3,3,3,2021-09-23T23:46:08.005
20998,210053,0,1,1,2021-09-24T02:05:58.985
20999,220191,1,0,0,2021-09-24T04:34:08.894
21000,220191,0,0,1,2021-09-24T04:35:25.698
21001,218553,1,1,1,2021-09-24T04:47:30.953
21002,220209,0,0,0,2021-09-24T04:57:11.734
21003,216303,3,3,3,2021-09-24T07:11:54.391
21004,214172,0,0,0,2021-09-24T07:14:57.654
21005,180491,1,1,1,2021-09-24T08:28:01.261
21006,180491,3,3,3,2021-09-24T08:30:16.549
21007,220204,3,3,3,2021-09-24T08:48:16.578
21008,220204,3,3,3,2021-09-24T08:49:26.124
21009,217412,0,0,0,2021-09-24T08:57:25.76
21010,220311,0,1,0,2021-09-24T09:21:09.559
21011,220311,0,0,1,2021-09-24T09:24:36.347
21012,220311,1,1,3,2021-09-24T09:25:57.143
21013,220319,3,3,3,2021-09-24T10:24:36.31
21014,220371,3,3,3,2021-09-24T12:24:29.275
21015,220452,1,0,1,2021-09-24T13:37:32.049
21016,220452,1,1,0,2021-09-24T13:40:35.064
21017,220476,0,0,0,2021-09-24T13:58:14.509
21018,211328,3,3,3,2021-09-24T14:07:42.505
21019,220280,3,3,3,2021-09-24T14:25:07.588
21020,212396,0,0,0,2021-09-24T14:47:44.161
21021,220526,3,1,1,2021-09-24T14:55:34.234
21022,220519,3,3,3,2021-09-24T15:38:28.427
21023,220607,0,0,0,2021-09-24T17:03:27.059
21024,215830,0,0,0,2021-09-24T17:04:44.189
21025,220675,3,1,0,2021-09-24T18:34:06.672
21026,220675,3,1,1,2021-09-24T18:43:02.034
21027,220675,3,1,1,2021-09-24T18:45:04.251
21028,220675,3,3,3,2021-09-24T18:46:38.226
21029,208459,3,3,3,2021-09-24T19:25:15.163
21030,218425,1,3,3,2021-09-24T19:29:05.47
21031,218425,3,3,3,2021-09-24T19:31:42.624
21032,211651,0,0,0,2021-09-24T21:19:35.255
21033,219083,3,3,3,2021-09-24T21:29:56.133
21034,220769,1,1,1,2021-09-24T21:31:08.665
21035,211562,3,3,3,2021-09-24T21:46:50.288
21036,220783,0,0,0,2021-09-24T21:48:48.94
21037,212140,3,3,3,2021-09-24T21:49:34.783
21038,220802,0,1,1,2021-09-24T22:56:37.335
21039,220849,3,3,3,2021-09-25T02:48:30.485
21040,220891,3,3,3,2021-09-25T05:29:27.003
21041,220971,0,3,1,2021-09-25T06:14:38.007
21042,192381,3,3,3,2021-09-25T06:49:31.877
21043,220974,3,3,3,2021-09-25T07:30:16.021
21044,220429,0,0,0,2021-09-25T07:43:00.178
21045,221035,0,0,0,2021-09-25T08:22:37.645
21046,213406,3,3,3,2021-09-25T08:56:15.423
21047,220227,3,3,3,2021-09-25T10:19:46.844
21048,221135,3,3,3,2021-09-25T10:56:45.986
21049,220227,3,3,3,2021-09-25T11:06:35.21
21050,221068,3,3,3,2021-09-25T11:11:18.118
21051,164848,0,0,0,2021-09-25T11:39:26.078
21052,164848,1,3,1,2021-09-25T11:40:37.349
21053,164848,3,3,3,2021-09-25T11:41:50.421
21054,221180,3,3,3,2021-09-25T11:55:40.719
21055,220482,3,3,3,2021-09-25T12:18:59.83
21056,217957,1,1,0,2021-09-25T13:12:48.879
21057,146831,3,3,3,2021-09-25T15:01:45.705
21058,220774,1,1,0,2021-09-25T16:16:09.501
21059,209771,0,0,0,2021-09-25T17:19:31.071
21060,220774,3,3,3,2021-09-25T18:06:23.562
21061,221461,1,1,1,2021-09-25T19:16:44.962
21062,221474,0,0,0,2021-09-25T19:36:05.838
21063,210862,0,1,3,2021-09-25T23:38:24.656
21064,210862,1,0,3,2021-09-26T01:29:48.064
21065,221677,0,0,0,2021-09-26T03:44:42.227
21066,221716,3,0,0,2021-09-26T04:57:24.322
21067,219432,1,1,0,2021-09-26T05:52:11.263
21068,220916,3,3,3,2021-09-26T06:38:46.129
21069,219448,0,0,0,2021-09-26T07:17:50.141
21070,218555,3,3,3,2021-09-26T07:33:32.935
21071,221778,0,0,0,2021-09-26T07:36:43.509
21072,221080,3,3,3,2021-09-26T08:00:04.581
21073,221830,3,3,0,2021-09-26T10:10:43.129
21074,220711,3,3,3,2021-09-26T10:35:54.219
21075,221908,3,3,3,2021-09-26T11:10:12.918
21076,221914,0,0,0,2021-09-26T11:33:18.927
21077,173248,3,3,3,2021-09-26T13:30:18.193
21078,221916,3,3,3,2021-09-26T13:51:30.41
21079,222152,3,1,1,2021-09-26T17:01:52.15
21080,218665,1,1,1,2021-09-26T17:27:50.483
21081,222178,3,3,3,2021-09-26T17:32:22.628
21082,222184,1,1,1,2021-09-26T17:34:27.975
21083,222150,1,1,3,2021-09-26T18:20:14.232
21084,41377,3,3,3,2021-09-26T18:41:12.003
21085,222098,0,0,3,2021-09-26T19:04:41.42
21086,222276,1,0,1,2021-09-26T19:29:48.276
21087,222271,0,0,0,2021-09-26T19:31:10.263
21088,214332,3,3,3,2021-09-26T19:43:47.327
21089,222305,3,3,3,2021-09-26T20:15:12.222
21090,222328,0,0,0,2021-09-26T21:12:37.45
21091,222322,3,3,3,2021-09-26T21:40:10.666
21092,219433,3,3,3,2021-09-27T00:43:45.81
21093,222428,3,3,3,2021-09-27T02:28:52.356
21094,222247,3,1,1,2021-09-27T02:41:48.453
21095,222247,3,3,3,2021-09-27T02:42:40.386
21096,216237,0,0,0,2021-09-27T03:44:28.638
21097,222224,3,3,3,2021-09-27T04:05:34.207
21098,222570,1,1,0,2021-09-27T07:31:40.807
21099,217967,0,0,0,2021-09-27T08:37:08.065
21100,217967,3,3,3,2021-09-27T08:51:59.417
21101,221491,3,3,3,2021-09-27T09:21:09.424
21102,193039,1,3,0,2021-09-27T09:43:31.111
21103,218287,1,1,1,2021-09-27T09:58:18.889
21104,222658,0,0,0,2021-09-27T10:22:33.429
21105,222658,0,0,0,2021-09-27T10:23:56.678
21106,222660,0,0,0,2021-09-27T10:28:06.591
21107,216703,3,1,3,2021-09-27T11:03:47.901
21108,216703,3,3,3,2021-09-27T11:30:38.215
21109,221338,3,1,3,2021-09-27T11:52:38.182
21110,214294,3,3,3,2021-09-27T13:24:49.5
21111,222583,3,3,3,2021-09-27T13:46:47.456
21112,221338,3,1,3,2021-09-27T14:15:23.615
21113,193039,3,3,3,2021-09-27T14:27:00.224
21114,222880,1,3,1,2021-09-27T14:44:11.533
21115,218340,3,3,3,2021-09-27T14:47:22.184
21116,222950,3,3,3,2021-09-27T16:06:34.895
21117,222956,1,0,1,2021-09-27T16:30:15.517
21118,223047,1,1,1,2021-09-27T18:04:08.308
21119,223053,0,0,0,2021-09-27T18:31:15.901
21120,221576,3,3,3,2021-09-27T19:17:01.912
21121,222972,3,3,3,2021-09-27T19:29:52.559
21122,41546,3,3,3,2021-09-27T19:55:53.983
21123,222098,1,0,1,2021-09-27T21:07:55.152
21124,222098,0,1,1,2021-09-27T21:12:29.282
21125,223208,1,1,1,2021-09-27T21:50:32.632
21126,223208,1,1,1,2021-09-27T21:50:53.995
21127,209312,0,0,0,2021-09-27T22:04:43.584
21128,223200,3,3,3,2021-09-27T22:23:55.13
21129,202369,3,3,3,2021-09-27T22:47:56.682
21130,223265,1,3,3,2021-09-28T00:34:43.205
21131,223239,3,3,0,2021-09-28T01:48:09.814
21132,223298,0,0,0,2021-09-28T01:54:20.592
21133,223313,3,0,0,2021-09-28T02:22:49.597
21134,220880,1,1,1,2021-09-28T02:57:39.34
21135,223239,3,3,1,2021-09-28T03:13:48.372
21136,223350,0,0,0,2021-09-28T03:32:15.356
21137,223180,3,3,3,2021-09-28T03:40:15.609
21138,223239,3,3,3,2021-09-28T04:15:10.883
21139,55283,3,3,3,2021-09-28T06:21:00.975
21140,216327,1,1,1,2021-09-28T06:39:18.547
21141,223053,0,0,0,2021-09-28T06:47:17.379
21142,223065,3,1,3,2021-09-28T07:19:06.592
21143,223065,3,1,3,2021-09-28T07:22:50.472
21144,223065,3,1,3,2021-09-28T07:27:45.996
21145,223456,0,0,0,2021-09-28T08:07:46.926
21146,223532,1,1,1,2021-09-28T10:12:35.342
21147,200522,1,0,1,2021-09-28T12:16:22.18
21148,222051,3,3,1,2021-09-28T12:41:10.683
21149,223207,3,3,1,2021-09-28T13:06:21.567
21150,223207,3,3,3,2021-09-28T13:08:21.826
21151,223634,0,0,0,2021-09-28T13:15:56.195
21152,223634,0,0,0,2021-09-28T13:16:47.709
21153,196095,0,0,0,2021-09-28T14:16:15.715
21154,222889,3,3,3,2021-09-28T14:19:47.891
21155,223732,1,1,3,2021-09-28T15:14:53.384
21156,223741,1,3,1,2021-09-28T15:25:51.604
21157,221906,3,3,3,2021-09-28T16:01:41.257
21158,223776,0,1,0,2021-09-28T16:20:42.79
21159,223794,1,0,0,2021-09-28T16:46:50.343
21160,223801,0,0,1,2021-09-28T16:47:27.611
21161,219841,0,0,0,2021-09-28T18:05:10.672
21162,215021,3,3,3,2021-09-28T18:12:22.035
21163,223709,0,0,0,2021-09-28T18:29:52.699
21164,21450,3,3,3,2021-09-28T18:39:31.128
21165,223517,3,3,3,2021-09-28T18:41:55.614
21166,212851,3,1,3,2021-09-28T19:43:34.692
21167,223948,1,1,1,2021-09-28T20:12:27.012
21168,211539,3,3,3,2021-09-28T22:33:48.046
21169,223903,3,3,3,2021-09-28T22:37:08.134
21170,223857,3,1,0,2021-09-29T00:02:59.868
21171,221701,1,1,1,2021-09-29T01:15:01.456
21172,210341,3,3,3,2021-09-29T02:58:19.474
21173,224073,0,0,0,2021-09-29T03:15:00.129
21174,224132,0,0,1,2021-09-29T04:08:34.96
21175,224132,1,1,1,2021-09-29T04:09:40.532
21176,221963,3,3,3,2021-09-29T04:23:53.401
21177,209934,0,0,0,2021-09-29T06:16:13.534
21178,224192,0,0,0,2021-09-29T07:47:59.214
21179,193853,3,3,3,2021-09-29T08:07:25.475
21180,224175,3,3,3,2021-09-29T08:16:22.531
21181,222341,3,3,3,2021-09-29T08:17:04.698
21182,223017,0,0,0,2021-09-29T09:12:19.113
21183,204848,3,3,3,2021-09-29T09:58:41.665
21184,222762,3,3,3,2021-09-29T11:36:04.91
21185,223950,3,3,3,2021-09-29T11:43:02.826
21186,224304,3,3,3,2021-09-29T11:50:15.829
21187,215672,3,3,3,2021-09-29T12:21:18.53
21188,224179,3,3,3,2021-09-29T12:23:34.234
21189,223065,3,1,3,2021-09-29T12:24:36.536
21190,223065,3,3,3,2021-09-29T12:28:01.03
21191,224294,3,3,3,2021-09-29T12:40:20.788
21192,212115,3,3,3,2021-09-29T13:13:23.16
21193,222105,3,3,3,2021-09-29T13:48:15.322
21194,224379,3,3,3,2021-09-29T14:13:53.203
21195,192812,3,3,3,2021-09-29T14:21:50.515
21196,221303,3,3,3,2021-09-29T15:44:55.071
21197,224439,1,1,1,2021-09-29T15:50:30.792
21198,224178,3,3,3,2021-09-29T16:44:36.258
21199,224483,0,0,0,2021-09-29T16:51:56.45
21200,224512,0,1,0,2021-09-29T17:09:48.385
21201,224512,0,1,1,2021-09-29T17:11:11.939
21202,178564,0,0,0,2021-09-29T18:51:51.087
21203,224603,3,3,3,2021-09-29T19:20:28.621
21204,224617,0,0,0,2021-09-29T19:49:02.058
21205,224652,1,1,1,2021-09-29T21:08:04.667
21206,224652,3,1,1,2021-09-29T21:10:05.437
21238,222275,0,0,0,2021-09-29T23:32:54.494
21239,224661,0,0,1,2021-09-30T01:31:11.747
21240,224661,3,3,3,2021-09-30T01:33:31.735
21241,157335,3,3,3,2021-09-30T05:02:05.703
21242,224861,0,0,0,2021-09-30T05:47:48.874
21243,224864,1,0,0,2021-09-30T05:51:48.367
21244,222750,3,3,3,2021-09-30T07:16:14.543
21245,217801,3,3,3,2021-09-30T09:27:48.478
21246,224583,3,3,3,2021-09-30T10:24:19.228
21247,212851,3,3,3,2021-09-30T11:58:30.748
21248,225046,0,0,0,2021-09-30T13:28:21.83
21249,207989,1,0,0,2021-09-30T14:09:36.958
21250,225103,3,3,3,2021-09-30T15:14:03.778
21251,225111,0,1,1,2021-09-30T15:28:20.14
21252,225083,3,3,3,2021-09-30T16:15:20.153
21253,186217,3,3,3,2021-09-30T17:19:56.429
21254,224446,1,1,1,2021-09-30T17:24:51.023
21255,224446,3,3,3,2021-09-30T17:28:03.853
21256,224997,3,3,3,2021-09-30T17:31:08.819
21257,186217,3,3,3,2021-09-30T17:32:31.797
21258,225186,0,0,0,2021-09-30T17:33:17.151
21259,212099,3,3,3,2021-09-30T17:36:20.812
21260,225196,3,3,3,2021-09-30T17:48:13.102
21261,168329,3,3,0,2021-09-30T18:32:37.367
21262,225275,0,0,0,2021-09-30T19:33:22.225
21263,203922,1,1,1,2021-09-30T20:44:36.252
21264,225256,1,1,1,2021-09-30T20:48:56.145
21265,225256,1,1,1,2021-09-30T20:50:29.098
21266,225361,1,1,1,2021-09-30T21:52:57.734
21267,225377,1,1,1,2021-09-30T22:29:41.177
21268,225385,1,1,1,2021-09-30T22:36:52.625
21269,204848,3,3,3,2021-09-30T23:25:23.231
21270,225458,0,0,1,2021-10-01T02:05:40.82
21271,225531,1,1,1,2021-10-01T05:39:39.398
21272,225003,3,3,3,2021-10-01T07:32:53.815
21273,21450,3,3,3,2021-10-01T08:47:44.542
21274,56420,3,3,3,2021-10-01T09:20:43.202
21275,128250,0,0,0,2021-10-01T11:03:02.442
21276,225779,0,0,0,2021-10-01T13:03:36.813
21277,224176,3,3,3,2021-10-01T14:12:27.444
21278,225830,1,1,1,2021-10-01T14:39:31.256
21279,225830,1,1,1,2021-10-01T14:41:39.079
21280,225838,1,0,0,2021-10-01T14:42:18.52
21281,225830,1,3,3,2021-10-01T14:43:18.444
21282,225599,3,3,3,2021-10-01T14:44:17.157
21283,225830,3,3,3,2021-10-01T14:44:58.93
21284,225874,0,0,0,2021-10-01T15:00:38.105
21285,225853,0,0,0,2021-10-01T15:29:17.141
21286,220991,3,3,3,2021-10-01T16:17:09.489
21287,186217,3,3,3,2021-10-01T16:34:58.955
21288,225937,3,3,3,2021-10-01T17:04:11.442
21289,225951,1,1,1,2021-10-01T17:22:01.503
21290,219713,3,3,3,2021-10-01T17:32:35.984
21291,225924,3,3,3,2021-10-01T17:35:21.758
21292,225990,0,0,0,2021-10-01T18:07:07.02
21293,203922,1,1,1,2021-10-01T18:18:06.146
21294,214256,3,3,3,2021-10-01T18:50:32.554
21295,226084,0,0,0,2021-10-01T20:40:47.795
21296,226084,0,0,0,2021-10-01T20:42:37.268
21297,211023,0,1,0,2021-10-01T23:11:27.479
21298,211023,0,1,0,2021-10-01T23:12:50.692
21299,197745,3,3,3,2021-10-02T03:57:55.401
21300,226347,1,1,3,2021-10-02T08:42:35.216
21301,224794,0,0,0,2021-10-02T09:15:28.235
21302,218960,3,3,3,2021-10-02T10:51:45.987
21303,226424,3,1,1,2021-10-02T11:15:54.572
21304,223857,3,3,3,2021-10-02T11:58:21.376
21305,225746,3,0,3,2021-10-02T12:05:09.38
21306,224638,3,3,3,2021-10-02T12:28:22.662
21307,225746,3,3,3,2021-10-02T12:44:57.987
21308,226492,0,0,0,2021-10-02T13:17:46.75
21309,226532,1,1,1,2021-10-02T14:29:35.691
21310,226564,3,3,3,2021-10-02T15:12:02.891
21311,210382,3,3,3,2021-10-02T15:25:56.284
21312,226581,0,0,0,2021-10-02T15:30:34.428
21313,226590,0,0,0,2021-10-02T15:36:31.968
21314,226590,0,0,0,2021-10-02T15:37:28.825
21315,226621,1,1,1,2021-10-02T16:18:06.698
21316,226468,3,3,3,2021-10-02T16:32:43.9
21317,214827,3,1,1,2021-10-02T17:05:43.587
21318,226512,3,3,3,2021-10-02T17:58:29.828
21319,226718,1,0,0,2021-10-02T18:42:14.935
21320,226718,3,3,3,2021-10-02T18:42:55.956
21321,216363,1,1,1,2021-10-02T18:52:18.36
21322,225272,3,3,3,2021-10-02T20:16:44.971
21323,150389,0,0,0,2021-10-02T22:36:32.727
21324,224714,3,3,3,2021-10-02T23:01:36.233
21325,90084,1,1,3,2021-10-02T23:25:14.68
21326,197984,3,3,1,2021-10-03T02:41:11.593
21327,226989,3,1,1,2021-10-03T06:01:26.421
21328,209594,3,3,3,2021-10-03T07:03:50.512
21329,227014,3,3,3,2021-10-03T07:43:24.938
21330,227027,1,0,0,2021-10-03T07:50:30.832
21331,227068,0,0,0,2021-10-03T10:00:21.428
21332,222277,1,1,1,2021-10-03T10:48:35.974
21333,227105,3,3,3,2021-10-03T11:53:49.929
21334,227159,0,0,0,2021-10-03T12:48:46.404
21335,221312,3,3,3,2021-10-03T13:10:57.653
21336,227186,3,3,3,2021-10-03T13:16:07.55
21337,223385,3,3,3,2021-10-03T13:21:48.469
21338,227112,3,3,3,2021-10-03T13:39:25.173
21339,227167,3,3,3,2021-10-03T13:50:30.251
21340,227216,0,0,0,2021-10-03T14:06:18.237
21341,227219,1,0,0,2021-10-03T14:09:21.211
21342,227264,1,1,1,2021-10-03T15:19:52.924
21343,227316,0,0,0,2021-10-03T16:34:00.607
21344,220856,3,3,1,2021-10-03T17:05:49.57
21345,227359,1,1,1,2021-10-03T17:39:01.576
21346,227378,0,0,1,2021-10-03T17:52:44.319
21347,227378,3,3,3,2021-10-03T17:53:54.527
21348,52761,3,3,3,2021-10-03T18:35:19.041
21349,223952,3,3,3,2021-10-03T20:08:05.718
21350,225745,3,3,3,2021-10-03T21:26:10.489
21351,86276,0,1,3,2021-10-03T21:40:03.25
21352,86276,1,3,0,2021-10-03T21:47:23.381
21353,205768,3,3,3,2021-10-03T21:47:54.218
21354,86276,3,1,3,2021-10-03T21:49:02.905
21355,86276,3,3,3,2021-10-03T21:57:12.358
21356,227541,3,3,3,2021-10-03T22:16:04.842
21357,224643,3,3,3,2021-10-03T22:18:04.447
21358,216972,3,3,1,2021-10-03T22:41:20.108
21359,93438,3,3,3,2021-10-04T02:46:38.609
21360,227631,0,0,0,2021-10-04T02:59:11.207
21361,220856,3,3,3,2021-10-04T03:04:30.597
21362,224092,3,0,0,2021-10-04T03:08:21.122
21363,227550,3,3,3,2021-10-04T03:37:33.564
21364,221691,3,3,3,2021-10-04T05:21:26.196
21365,222470,3,3,1,2021-10-04T05:55:46.374
21366,222470,3,3,3,2021-10-04T06:03:49.963
21367,222277,3,3,3,2021-10-04T06:17:34.355
21368,227044,3,3,3,2021-10-04T06:35:22.736
21369,227662,1,1,1,2021-10-04T07:02:28.132
21370,227662,1,1,1,2021-10-04T07:07:59.859
21371,211680,3,3,3,2021-10-04T08:58:14.906
21372,226208,3,3,3,2021-10-04T09:43:29.068
21373,149357,3,3,3,2021-10-04T09:48:24.744
21374,227823,0,0,0,2021-10-04T09:54:01.378
21375,149357,3,3,3,2021-10-04T10:04:26.87
21376,209298,0,0,0,2021-10-04T11:37:30.14
21377,209298,1,1,1,2021-10-04T11:56:22.029
21378,224832,1,1,1,2021-10-04T12:00:38.257
21379,227940,1,1,1,2021-10-04T13:31:41.553
21380,226024,3,3,3,2021-10-04T13:32:38.051
21381,148369,3,1,3,2021-10-04T15:04:12.216
21382,148369,3,3,3,2021-10-04T15:07:39.765
21383,80559,3,3,3,2021-10-04T15:46:43.313
21384,227957,3,3,3,2021-10-04T15:56:08.135
21385,227269,3,3,3,2021-10-04T16:33:41.137
21386,224821,3,3,3,2021-10-04T17:20:05.12
21387,221901,3,3,3,2021-10-04T18:36:03.572
21388,224610,3,3,3,2021-10-04T19:57:02.435
21389,224305,3,3,3,2021-10-04T21:38:10.723
21390,228044,3,3,3,2021-10-04T22:22:22.699
21391,225313,0,1,1,2021-10-04T22:37:34.306
21392,224824,3,3,3,2021-10-04T23:56:34
21393,228132,0,1,1,2021-10-05T00:58:04.778
21394,228132,1,1,1,2021-10-05T00:59:01.024
21395,158611,3,3,3,2021-10-05T01:10:48.863
21396,222275,3,3,3,2021-10-05T01:29:12.156
21397,228218,1,1,1,2021-10-05T03:14:08.16
21398,226945,3,3,3,2021-10-05T06:22:28.352
21399,228336,0,0,0,2021-10-05T06:22:41.871
21400,228041,1,1,3,2021-10-05T06:23:07.802
21401,228336,3,3,3,2021-10-05T06:25:03.429
21402,228349,3,3,3,2021-10-05T08:57:54.777
21403,215830,1,1,0,2021-10-05T09:40:58.061
21404,228499,0,1,0,2021-10-05T11:18:34.917
21405,204854,3,3,3,2021-10-05T11:28:37.18
21406,228513,3,0,0,2021-10-05T11:30:15.868
21407,228513,3,1,1,2021-10-05T11:31:50.756
21408,228522,3,3,3,2021-10-05T11:50:40.694
21409,228451,3,3,1,2021-10-05T12:48:08.706
21410,228451,3,3,3,2021-10-05T13:13:12.145
21411,208722,3,3,3,2021-10-05T13:13:52.641
21412,228595,0,0,0,2021-10-05T13:37:35.175
21413,210089,3,1,0,2021-10-05T13:46:11.353
21414,221938,3,3,3,2021-10-05T14:13:30.403
21415,228642,0,0,0,2021-10-05T14:32:43.376
21416,228239,3,3,3,2021-10-05T14:33:39.33
21417,228712,1,1,1,2021-10-05T16:02:36.005
21418,226289,3,3,3,2021-10-05T16:23:20.159
21419,228734,1,0,3,2021-10-05T16:35:11.603
21420,228734,1,1,0,2021-10-05T16:41:20.563
21421,228602,3,3,3,2021-10-05T17:09:38.011
21422,228799,1,1,1,2021-10-05T17:51:28.651
21423,212132,3,3,3,2021-10-05T17:54:47.054
21424,207714,3,3,3,2021-10-05T18:44:24.714
21425,228771,0,0,0,2021-10-05T20:02:44.384
21426,157656,0,0,0,2021-10-05T20:07:19.255
21427,228902,3,3,3,2021-10-05T21:56:25.326
21428,132470,3,3,3,2021-10-05T22:45:13.764
21429,228977,1,1,1,2021-10-06T00:41:51.715
21430,229025,3,3,3,2021-10-06T03:21:16.459
21431,181817,0,1,1,2021-10-06T03:57:10.545
21432,228079,3,3,3,2021-10-06T05:19:30.425
21433,229067,3,3,0,2021-10-06T06:58:19.428
21434,229067,3,3,3,2021-10-06T07:11:59.621
21435,229072,3,3,3,2021-10-06T07:26:19.517
21436,229072,3,3,3,2021-10-06T07:27:08.064
21437,218745,0,0,0,2021-10-06T07:31:49.552
21438,229072,3,3,3,2021-10-06T07:47:21.56
21439,227755,3,3,3,2021-10-06T08:00:26.262
21440,218745,1,1,0,2021-10-06T09:19:12.819
21441,225324,3,3,3,2021-10-06T09:33:48.621
21442,229097,3,3,3,2021-10-06T09:35:39.462
21443,227718,3,1,1,2021-10-06T10:01:05.687
21444,227718,3,3,3,2021-10-06T10:01:59.956
21445,229152,3,3,3,2021-10-06T10:23:38.228
21446,229211,3,3,1,2021-10-06T10:37:53.725
21447,224324,3,3,3,2021-10-06T10:54:02.787
21448,219309,1,1,1,2021-10-06T11:00:29.486
21449,227644,0,0,0,2021-10-06T11:18:41.142
21450,229292,1,1,3,2021-10-06T12:34:20.681
21451,229308,3,3,3,2021-10-06T12:51:47.018
21452,228771,0,0,0,2021-10-06T13:11:10.536
21453,229337,0,0,0,2021-10-06T13:40:19.988
21454,229337,0,0,0,2021-10-06T13:43:30.832
21455,228566,3,3,3,2021-10-06T13:49:56.199
21456,228093,3,3,3,2021-10-06T13:58:28.859
21457,229367,0,0,0,2021-10-06T14:11:25.828
21458,229370,3,3,3,2021-10-06T14:11:35.121
21459,228443,3,1,3,2021-10-06T14:24:32.149
21460,219266,3,3,3,2021-10-06T14:29:12.985
21461,228443,3,3,3,2021-10-06T14:34:51.849
21462,182901,1,1,1,2021-10-06T14:44:53.808
21463,219941,1,3,1,2021-10-06T15:15:27.711
21464,222016,3,3,3,2021-10-06T15:17:36.778
21465,222016,3,3,3,2021-10-06T15:19:15.63
21466,221870,3,3,3,2021-10-06T17:40:50.1
21467,217681,3,3,3,2021-10-06T18:27:37.161
21468,229615,1,1,1,2021-10-06T20:04:50.697
21469,229641,3,3,3,2021-10-06T21:07:25.266
21470,228574,3,3,3,2021-10-06T21:09:09.378
21471,229406,3,3,3,2021-10-06T22:02:12.182
21472,229724,3,3,3,2021-10-06T23:39:33.18
21473,229763,0,0,0,2021-10-07T01:51:05.262
21474,229860,1,1,1,2021-10-07T05:48:21.07
21475,228285,3,3,3,2021-10-07T06:24:34.378
21476,229135,3,0,0,2021-10-07T07:31:16.019
21477,229874,0,0,0,2021-10-07T08:33:33.869
21478,179838,0,0,0,2021-10-07T08:38:20.627
21479,179838,3,3,3,2021-10-07T09:01:18.853
21480,229896,3,3,3,2021-10-07T09:33:28.927
21481,219941,3,3,3,2021-10-07T10:49:55.28
21482,229976,1,0,1,2021-10-07T11:02:57.557
21483,229978,1,0,0,2021-10-07T11:03:51.956
21484,229993,3,3,3,2021-10-07T11:56:36.156
21485,229072,3,3,3,2021-10-07T13:02:45.324
21486,123448,3,3,3,2021-10-07T13:25:57.182
21487,230031,3,3,3,2021-10-07T13:53:18.348
21488,229694,3,3,3,2021-10-07T14:22:56.477
21489,230140,1,1,3,2021-10-07T16:02:21.045
21490,230140,3,3,3,2021-10-07T16:03:45.462
21491,229960,3,3,3,2021-10-07T17:02:10.698
21492,230186,1,1,1,2021-10-07T17:04:06.72
21493,230198,0,0,0,2021-10-07T17:19:41.752
21494,228975,3,3,3,2021-10-07T17:56:15.238
21495,225724,0,0,0,2021-10-07T18:39:53.603
21496,226879,3,3,3,2021-10-07T20:00:58.549
21497,206803,3,3,3,2021-10-07T20:29:35.087
21498,230316,0,0,1,2021-10-07T21:13:35.566
21499,230187,3,3,3,2021-10-07T21:52:07.091
21500,225575,3,3,3,2021-10-07T21:57:48.916
21501,230344,3,1,3,2021-10-07T22:11:43.236
21502,230344,3,1,1,2021-10-08T02:41:32.33
21503,149443,3,3,1,2021-10-08T02:48:48.727
21504,149443,1,1,3,2021-10-08T03:02:55.137
21505,149443,3,3,3,2021-10-08T03:14:50.614
21506,227293,3,3,3,2021-10-08T04:47:45.541
21507,230480,1,0,0,2021-10-08T04:54:25.63
21508,230480,1,0,0,2021-10-08T04:57:25.483
21509,229918,1,1,1,2021-10-08T06:12:04.1
