id,last_step,country,gender,age,created_at
332119,no_financial_support,India,man,over_50,2022-01-29T18:16:59.74
332120,completed_profile,Kenya,man,21-25,2022-01-29T18:17:04.868
332121,completed_profile,Argentina,man,26-30,2022-01-29T18:17:27.09
332122,completed_profile,Argentina,man,31-35,2022-01-29T18:19:27.612
332123,submitted_equipment,Portugal,man,over_50,2022-01-29T18:22:07.762
332124,completed_profile,Georgia,man,31-35,2022-01-29T18:22:36.899
332125,unlocked_challenges,India,man,31-35,2022-01-29T18:22:44.448
332126,completed_profile,Kenya,man,26-30,2022-01-29T18:23:32.177
332127,submitted_program_schedule,Kenya,man,18-20,2022-01-29T18:23:51.564
332128,completed_profile,Kenya,man,21-25,2022-01-29T18:23:53.387
332129,signed_up,,,,2022-01-29T18:24:12.638
332130,completed_profile,Kenya,man,21-25,2022-01-29T18:24:20.496
332131,completed_profile,Pakistan,man,18-20,2022-01-29T18:24:45.281
332132,completed_profile,India,man,31-35,2022-01-29T18:26:39.463
332133,submitted_equipment,Argentina,man,18-20,2022-01-29T18:27:09.509
332134,completed_profile,Liberia,man,21-25,2022-01-29T18:29:30.588
332135,submitted_program_schedule,Mexico,man,46-50,2022-01-29T18:30:07.056
332136,signed_up,,,,2022-01-29T18:30:29.781
332137,completed_profile,Algeria,man,21-25,2022-01-29T18:30:55.485
332138,submitted_personal_info,Venezuela,man,18-20,2022-01-29T18:31:18.87
332139,completed_profile,Pakistan,man,26-30,2022-01-29T18:31:36.129
332140,submitted_personal_info,Pakistan,man,31-35,2022-01-29T18:32:13.375
332141,submitted_program_schedule,Argentina,man,31-35,2022-01-29T18:33:20.177
332142,signed_up,,,,2022-01-29T18:34:10.373
332143,completed_profile,Turkey,not_answer,21-25,2022-01-29T18:34:55.834
332144,completed_profile,Pakistan,woman,18-20,2022-01-29T18:36:32.779
332145,completed_profile,Pakistan,man,21-25,2022-01-29T18:37:32.274
332146,completed_profile,Namibia,man,36-40,2022-01-29T18:38:20.754
332147,completed_profile,Venezuela,man,26-30,2022-01-29T18:40:10.111
332148,completed_profile,Kenya,man,21-25,2022-01-29T18:41:18.22
332149,completed_profile,Kenya,man,21-25,2022-01-29T18:42:11.439
332150,unlocked_challenges,Ecuador,man,18-20,2022-01-29T18:43:00.41
332151,completed_profile,Moldova,woman,21-25,2022-01-29T18:43:08.376
332152,completed_profile,Ecuador,man,31-35,2022-01-29T18:43:15.183
332153,signed_up,,,,2022-01-29T18:44:25.897
332154,submitted_equipment,Venezuela,man,21-25,2022-01-29T18:44:53.27
332155,completed_profile,India,man,46-50,2022-01-29T18:45:17.293
332156,submitted_equipment,Madagascar,man,31-35,2022-01-29T18:48:02.268
332157,completed_profile,Tanzania,not_answer,26-30,2022-01-29T18:50:11.425
332158,completed_profile,Belarus,man,21-25,2022-01-29T18:50:48.04
332159,submitted_program_schedule,Armenia,woman,41-45,2022-01-29T18:51:15.913
332160,completed_profile,Kenya,man,18-20,2022-01-29T18:51:34.439
332161,submitted_equipment,Mexico,man,41-45,2022-01-29T18:54:20.127
332162,completed_profile,Pakistan,man,18-20,2022-01-29T18:54:41.924
332163,submitted_equipment,Venezuela,man,46-50,2022-01-29T18:56:02.453
332164,completed_profile,Kenya,man,21-25,2022-01-29T18:58:03.946
332165,completed_profile,Pakistan,man,21-25,2022-01-29T18:59:09.868
332166,completed_profile,South Africa,woman,31-35,2022-01-29T19:00:41.371
332167,completed_profile,Mexico,man,36-40,2022-01-29T19:02:08.372
332168,low_programming_experience,Ghana,man,18-20,2022-01-29T19:02:58.163
332169,completed_profile,Pakistan,man,21-25,2022-01-29T19:03:42.102
332170,completed_profile,Kenya,man,21-25,2022-01-29T19:04:18.991
332171,unlocked_challenges,India,man,26-30,2022-01-29T19:06:20.17
332172,completed_profile,Algeria,man,31-35,2022-01-29T19:06:31.912
332173,signed_up,,,,2022-01-29T19:06:39.407
332174,completed_profile,South Africa,man,36-40,2022-01-29T19:06:47.209
332175,completed_profile,Democratic Republic of the Congo,man,18-20,2022-01-29T19:07:33.481
332176,completed_profile,Tunisia,woman,18-20,2022-01-29T19:08:31.429
332177,submitted_professional_info,Afghanistan,man,21-25,2022-01-29T19:08:33.56
332178,signed_up,,,,2022-01-29T19:13:57.638
332179,completed_profile,Namibia,man,31-35,2022-01-29T19:14:24.838
332180,completed_profile,Pakistan,woman,21-25,2022-01-29T19:15:38.8
332181,completed_profile,Colombia,man,18-20,2022-01-29T19:17:40.601
332182,unlocked_challenges,Honduras,man,21-25,2022-01-29T19:17:43.48
332183,completed_profile,Afghanistan,non_binary,26-30,2022-01-29T19:18:15.572
332184,completed_profile,Tunisia,man,21-25,2022-01-29T19:20:14.994
332185,submitted_equipment,Czech Republic,man,21-25,2022-01-29T19:21:05.574
332186,signed_up,,,,2022-01-29T19:23:16.764
332187,completed_profile,India,man,41-45,2022-01-29T19:23:55.674
332188,submitted_equipment,Jamaica,woman,26-30,2022-01-29T19:24:35.334
332189,completed_profile,Spain,woman,over_50,2022-01-29T19:25:53.009
332190,completed_profile,Romania,man,41-45,2022-01-29T19:26:03.181
332191,completed_profile,Kenya,man,36-40,2022-01-29T19:26:37.834
332192,unlocked_challenges,Kenya,man,21-25,2022-01-29T19:26:56.043
332193,completed_profile,Sweden,man,36-40,2022-01-29T19:28:44.438
332194,completed_profile,South Africa,man,21-25,2022-01-29T19:30:27.931
332195,completed_profile,Kenya,man,21-25,2022-01-29T19:31:54.627
332196,completed_profile,Pakistan,man,21-25,2022-01-29T19:32:00.887
332197,submitted_financial_support,Venezuela,man,31-35,2022-01-29T19:33:21.09
332198,completed_profile,Namibia,man,31-35,2022-01-29T19:35:41.015
332199,completed_profile,Mauritius,woman,18-20,2022-01-29T19:35:51.576
332200,unlocked_challenges,Venezuela,man,over_50,2022-01-29T19:36:30.592
332201,unlocked_challenges,Kenya,woman,21-25,2022-01-29T19:36:36.784
332202,completed_profile,Sierra Leone,man,26-30,2022-01-29T19:38:33.793
332203,low_english_level,Italy,man,21-25,2022-01-29T19:39:12.014
332204,completed_profile,Somalia,man,31-35,2022-01-29T19:39:34.918
332205,completed_profile,Burundi,man,21-25,2022-01-29T19:40:03.983
332206,completed_profile,Portugal,woman,26-30,2022-01-29T19:41:34.177
332207,unlocked_challenges,Pakistan,man,21-25,2022-01-29T19:41:52.194
332208,submitted_personal_info,Pakistan,woman,21-25,2022-01-29T19:42:25.117
332209,completed_profile,Algeria,man,31-35,2022-01-29T19:45:09.959
332210,completed_profile,Pakistan,man,18-20,2022-01-29T19:45:30.343
332211,completed_profile,Ukraine,man,31-35,2022-01-29T19:46:26.813
332212,completed_profile,United Kingdom,man,46-50,2022-01-29T19:46:58.609
332213,completed_profile,Kenya,man,21-25,2022-01-29T19:47:02.272
332214,unlocked_challenges,Turkey,man,31-35,2022-01-29T19:47:55.8
332215,submitted_professional_info,Peru,man,over_50,2022-01-29T19:47:58.094
332216,completed_profile,Botswana,man,18-20,2022-01-29T19:48:08.737
332217,completed_profile,Argentina,woman,31-35,2022-01-29T19:48:45.631
332218,completed_profile,Ecuador,man,21-25,2022-01-29T19:48:52.555
332219,completed_profile,Mexico,man,31-35,2022-01-29T19:48:54.719
332220,completed_profile,Croatia,woman,26-30,2022-01-29T19:49:02.572
332221,completed_profile,Argentina,woman,41-45,2022-01-29T19:50:34.875
332222,completed_profile,Canada,man,21-25,2022-01-29T19:50:36.835
332223,completed_profile,Albania,man,18-20,2022-01-29T19:52:05.127
332224,completed_profile,India,woman,18-20,2022-01-29T19:54:14.905
332225,completed_profile,France,man,41-45,2022-01-29T19:54:48.671
332226,completed_profile,Kenya,man,21-25,2022-01-29T19:55:51.018
332227,unlocked_challenges,Democratic Republic of the Congo,man,21-25,2022-01-29T19:57:39.378
332228,signed_up,,,,2022-01-29T19:57:43.717
332229,completed_profile,Madagascar,man,26-30,2022-01-29T19:58:11.74
332230,completed_profile,Italy,man,46-50,2022-01-29T19:58:16.386
332231,completed_profile,Peru,man,18-20,2022-01-29T20:00:23.837
332232,submitted_english_level,Pakistan,man,26-30,2022-01-29T20:00:27.083
332233,completed_profile,South Africa,man,18-20,2022-01-29T20:00:30.348
332234,completed_profile,Kenya,man,21-25,2022-01-29T20:04:09.787
332235,completed_profile,Kenya,man,31-35,2022-01-29T20:05:48.544
332236,no_financial_support,Guatemala,man,18-20,2022-01-29T20:05:53.327
332237,submitted_professional_info,Kenya,man,21-25,2022-01-29T20:10:17.04
332238,signed_up,,,,2022-01-29T20:10:33.902
332239,submitted_personal_info,Algeria,man,18-20,2022-01-29T20:10:51.875
332240,completed_profile,Nicaragua,man,21-25,2022-01-29T20:11:40.906
332241,unlocked_challenges,Colombia,man,21-25,2022-01-29T20:11:46.362
332242,completed_profile,Kenya,man,21-25,2022-01-29T20:11:55.898
332243,signed_up,,,,2022-01-29T20:14:23.497
332244,completed_profile,Saudi Arabia,woman,31-35,2022-01-29T20:14:40.631
332245,completed_profile,Kenya,woman,21-25,2022-01-29T20:16:45.569
332246,completed_profile,Kenya,man,26-30,2022-01-29T20:17:11.146
332247,submitted_programming_experience,Kenya,man,21-25,2022-01-29T20:20:18.193
332248,completed_profile,Mexico,man,over_50,2022-01-29T20:21:12.376
332249,signed_up,,,,2022-01-29T20:23:53.232
332250,submitted_programming_experience,Georgia,man,18-20,2022-01-29T20:24:07.587
332251,no_financial_support,Chile,man,18-20,2022-01-29T20:24:54.567
332252,completed_profile,Cote d Ivoire,man,21-25,2022-01-29T20:25:32.697
332253,completed_profile,Liberia,man,21-25,2022-01-29T20:26:56.321
332254,submitted_program_schedule,Kosovo,man,18-20,2022-01-29T20:27:23.298
332255,completed_profile,Kenya,man,21-25,2022-01-29T20:27:35.987
332256,unlocked_challenges,Pakistan,man,18-20,2022-01-29T20:28:23.5
332257,signed_up,,,,2022-01-29T20:28:37.299
332258,completed_profile,Mexico,man,31-35,2022-01-29T20:29:20.589
332259,completed_profile,Kenya,woman,26-30,2022-01-29T20:30:13.844
332260,unlocked_challenges,Bulgaria,man,36-40,2022-01-29T20:30:19.542
332261,unlocked_challenges,Kenya,man,21-25,2022-01-29T20:31:28.043
332262,submitted_professional_info,Bolivia,man,31-35,2022-01-29T20:31:42.847
332263,unlocked_challenges,Lesotho,man,21-25,2022-01-29T20:31:50.804
332264,completed_profile,Tunisia,man,over_50,2022-01-29T20:31:59.432
332265,submitted_equipment,Ghana,man,26-30,2022-01-29T20:32:39.056
332266,completed_profile,Ecuador,man,41-45,2022-01-29T20:32:57.925
332267,submitted_equipment,Pakistan,man,18-20,2022-01-29T20:34:13.526
332268,completed_challenges,Pakistan,man,18-20,2022-01-29T20:35:46.463
332269,submitted_programming_experience,Argentina,man,18-20,2022-01-29T20:36:21.558
332270,no_time_commitment,Somalia,man,36-40,2022-01-29T20:36:44.409
332271,submitted_english_level,Pakistan,woman,21-25,2022-01-29T20:37:43.555
332272,completed_profile,Mexico,man,18-20,2022-01-29T20:37:55.713
332273,unlocked_challenges,Nigeria,man,26-30,2022-01-29T20:38:00.703
332274,submitted_professional_info,Kenya,man,18-20,2022-01-29T20:39:18.689
332275,completed_profile,Pakistan,man,26-30,2022-01-29T20:40:08.609
332276,submitted_equipment,Bangladesh,woman,41-45,2022-01-29T20:40:18.775
332277,submitted_equipment,Pakistan,man,26-30,2022-01-29T20:42:21.155
332278,completed_profile,Kenya,woman,18-20,2022-01-29T20:42:28.721
332279,completed_profile,Pakistan,man,36-40,2022-01-29T20:42:45.811
332280,completed_profile,Kenya,man,21-25,2022-01-29T20:42:54.534
332281,completed_profile,Ghana,man,26-30,2022-01-29T20:43:18.627
332282,completed_profile,Kenya,woman,21-25,2022-01-29T20:43:55.875
332283,challenges_results_passed,Namibia,woman,21-25,2022-01-29T20:44:58.563
332284,no_time_commitment,Nigeria,man,21-25,2022-01-29T20:45:47.505
332285,completed_profile,Nigeria,man,36-40,2022-01-29T20:46:55.701
332286,completed_profile,Republic of the Congo,man,21-25,2022-01-29T20:46:59.66
332287,completed_profile,Jamaica,woman,21-25,2022-01-29T20:47:09.337
332288,completed_profile,United Kingdom,woman,26-30,2022-01-29T20:48:09.345
332289,completed_profile,Sierra Leone,man,21-25,2022-01-29T20:49:30.134
332290,submitted_english_level,Venezuela,man,46-50,2022-01-29T20:51:22.617
332291,challenges_results_practice,Kenya,man,18-20,2022-01-29T20:51:34.925
332292,signed_up,,,,2022-01-29T20:51:42.029
332293,completed_profile,Nicaragua,woman,21-25,2022-01-29T20:51:52.081
332294,unlocked_challenges,Nigeria,woman,26-30,2022-01-29T20:52:13.354
332295,completed_profile,Kenya,man,21-25,2022-01-29T20:53:22.089
332296,completed_profile,Argentina,woman,21-25,2022-01-29T20:54:56.176
332297,completed_profile,Italy,man,31-35,2022-01-29T20:56:45.875
332298,completed_profile,Kenya,woman,26-30,2022-01-29T21:00:57.088
332299,submitted_equipment,Botswana,man,18-20,2022-01-29T21:01:01.783
332300,completed_profile,South Africa,man,31-35,2022-01-29T21:03:06.157
332301,challenges_results_practice,Georgia,man,26-30,2022-01-29T21:03:36.612
332302,submitted_program_schedule,Angola,man,26-30,2022-01-29T21:05:03.043
332303,completed_profile,Lesotho,man,26-30,2022-01-29T21:05:34.304
332304,unlocked_challenges,Venezuela,man,31-35,2022-01-29T21:06:00.313
332305,completed_profile,Armenia,man,26-30,2022-01-29T21:07:46.49
332306,completed_profile,Namibia,woman,18-20,2022-01-29T21:08:29.351
332307,completed_challenges,Colombia,man,26-30,2022-01-29T21:08:31.858
332308,completed_profile,United Kingdom,man,46-50,2022-01-29T21:08:45.952
332309,unlocked_challenges,Kenya,man,21-25,2022-01-29T21:11:13.829
332310,low_english_level,Gaza Strip,man,21-25,2022-01-29T21:11:49.578
332311,submitted_check_in_form,Kenya,man,21-25,2022-01-29T21:11:57.712
332312,completed_profile,Ghana,man,21-25,2022-01-29T21:15:11.546
332313,unlocked_challenges,South Africa,man,21-25,2022-01-29T21:15:19.921
332314,submitted_financial_support,Kenya,man,21-25,2022-01-29T21:15:22.861
332315,submitted_equipment,South Africa,man,21-25,2022-01-29T21:16:37.329
332316,completed_profile,Algeria,man,26-30,2022-01-29T21:17:48.609
332317,unlocked_challenges,Kenya,woman,26-30,2022-01-29T21:18:02.658
332318,submitted_english_level,Venezuela,man,26-30,2022-01-29T21:18:12.567
332319,completed_profile,Kenya,woman,21-25,2022-01-29T21:18:51.712
332320,completed_profile,Italy,woman,26-30,2022-01-29T21:18:56.692
332321,completed_challenges,Pakistan,man,18-20,2022-01-29T21:19:13.737
332322,completed_profile,Venezuela,man,26-30,2022-01-29T21:20:44.361
332323,completed_profile,Argentina,man,18-20,2022-01-29T21:21:02.777
332324,submitted_equipment,Venezuela,man,18-20,2022-01-29T21:21:56.184
332325,no_financial_support,Peru,man,31-35,2022-01-29T21:22:00.991
332326,unlocked_challenges,Colombia,man,41-45,2022-01-29T21:22:57.96
332327,completed_profile,Germany,man,26-30,2022-01-29T21:23:14.311
332328,completed_profile,Honduras,man,46-50,2022-01-29T21:24:52.319
332329,completed_profile,Nigeria,woman,26-30,2022-01-29T21:24:56.988
332330,completed_profile,Mexico,man,18-20,2022-01-29T21:25:43.627
332331,completed_profile,Kenya,man,31-35,2022-01-29T21:25:51.158
332332,completed_profile,Kenya,man,21-25,2022-01-29T21:26:10.971
332333,completed_profile,Nicaragua,man,21-25,2022-01-29T21:26:57.313
332334,completed_profile,India,man,36-40,2022-01-29T21:27:48.491
332335,submitted_program_schedule,Argentina,man,21-25,2022-01-29T21:29:51.143
332336,completed_profile,Saudi Arabia,man,46-50,2022-01-29T21:30:30.361
332337,completed_profile,Liberia,man,21-25,2022-01-29T21:31:12.316
332338,challenges_results_practice,Namibia,man,41-45,2022-01-29T21:31:27.448
332339,completed_profile,Venezuela,man,41-45,2022-01-29T21:32:22.093
332340,unlocked_challenges,South Africa,man,46-50,2022-01-29T21:33:44.846
332341,completed_profile,Argentina,not_answer,21-25,2022-01-29T21:33:55.415
332342,signed_up,,,,2022-01-29T21:34:14.715
332343,unlocked_challenges,South Africa,man,46-50,2022-01-29T21:34:40.759
332344,unlocked_challenges,Mexico,man,41-45,2022-01-29T21:36:07.561
332345,completed_profile,Cote d Ivoire,man,21-25,2022-01-29T21:37:33.509
332346,completed_profile,Argentina,man,21-25,2022-01-29T21:40:16.408
332347,submitted_personal_info,Pakistan,man,31-35,2022-01-29T21:43:07.647
332348,completed_profile,Nicaragua,man,18-20,2022-01-29T21:44:20.229
332349,submitted_equipment,Poland,man,41-45,2022-01-29T21:45:51.003
332350,submitted_programming_experience,United Kingdom,man,26-30,2022-01-29T21:46:09.913
332351,submitted_personal_info,Hungary,man,18-20,2022-01-29T21:50:04.309
332352,completed_profile,Mexico,man,over_50,2022-01-29T21:50:07.912
332353,submitted_personal_info,Romania,woman,31-35,2022-01-29T21:51:28.439
332354,submitted_professional_info,Mexico,man,46-50,2022-01-29T21:52:31.624
332355,submitted_financial_support,Ecuador,man,21-25,2022-01-29T21:53:01.662
332356,submitted_equipment,Argentina,woman,21-25,2022-01-29T21:54:23.953
332357,completed_profile,Kenya,man,26-30,2022-01-29T21:54:25.74
332358,completed_profile,Jamaica,woman,over_50,2022-01-29T21:55:42.941
332359,completed_profile,Brazil,man,over_50,2022-01-29T21:56:13.631
332360,submitted_english_level,Uruguay,woman,26-30,2022-01-29T21:57:59.666
332361,completed_profile,Kenya,man,18-20,2022-01-29T22:01:33.412
332362,completed_profile,Kenya,man,18-20,2022-01-29T22:02:06.079
332363,completed_profile,India,man,26-30,2022-01-29T22:02:40.014
332364,unlocked_challenges,Kenya,man,18-20,2022-01-29T22:02:46.992
332365,completed_profile,Ghana,man,26-30,2022-01-29T22:03:13.731
332366,submitted_programming_experience,Ecuador,man,18-20,2022-01-29T22:03:39.449
332367,completed_profile,Venezuela,man,31-35,2022-01-29T22:04:07.304
332368,completed_profile,Kenya,man,21-25,2022-01-29T22:05:59.314
332369,submitted_financial_support,Tunisia,man,36-40,2022-01-29T22:06:55.549
332370,completed_challenges,Colombia,man,21-25,2022-01-29T22:06:57.529
332371,signed_up,,,,2022-01-29T22:07:01.378
332372,submitted_equipment,Peru,man,21-25,2022-01-29T22:08:33.324
332373,signed_up,,,,2022-01-29T22:09:42.876
332374,submitted_equipment,South Africa,man,21-25,2022-01-29T22:12:09.702
332375,submitted_program_schedule,Ghana,man,18-20,2022-01-29T22:13:19.431
332376,completed_profile,Mexico,man,26-30,2022-01-29T22:14:26.566
332377,completed_challenges,Peru,man,31-35,2022-01-29T22:14:41.056
332378,unlocked_challenges,Pakistan,man,18-20,2022-01-29T22:14:47.856
332379,completed_profile,Bolivia,man,41-45,2022-01-29T22:16:49.109
332380,unlocked_challenges,Kenya,man,18-20,2022-01-29T22:16:51.428
332381,completed_profile,Ghana,man,31-35,2022-01-29T22:19:07.894
332382,completed_profile,Colombia,woman,21-25,2022-01-29T22:20:59.739
332383,no_time_commitment,Denmark,man,21-25,2022-01-29T22:21:01.742
332384,completed_profile,Venezuela,woman,26-30,2022-01-29T22:21:42.988
332385,completed_profile,Mexico,man,21-25,2022-01-29T22:22:04.805
332386,completed_profile,Ghana,man,21-25,2022-01-29T22:22:55.728
332387,completed_profile,Ecuador,man,26-30,2022-01-29T22:29:35.401
332388,signed_up,,,,2022-01-29T22:32:49.28
332389,completed_profile,Chile,man,31-35,2022-01-29T22:33:00.854
332390,completed_profile,Romania,man,31-35,2022-01-29T22:33:35.557
332391,completed_profile,Argentina,man,21-25,2022-01-29T22:34:09.68
332392,submitted_equipment,Kenya,man,over_50,2022-01-29T22:34:55.77
332393,completed_profile,Kenya,man,26-30,2022-01-29T22:36:36.912
332394,completed_profile,Venezuela,man,18-20,2022-01-29T22:37:37.031
332395,unlocked_challenges,Kenya,woman,21-25,2022-01-29T22:37:47.09
332396,unlocked_challenges,Argentina,man,41-45,2022-01-29T22:38:28.279
332397,completed_profile,Bolivia,man,over_50,2022-01-29T22:40:09.788
332398,completed_profile,United Kingdom,man,36-40,2022-01-29T22:41:21.482
332399,completed_profile,Guatemala,man,46-50,2022-01-29T22:41:58.054
332400,completed_profile,Bulgaria,woman,21-25,2022-01-29T22:42:28.481
332401,submitted_personal_info,Colombia,other,18-20,2022-01-29T22:43:16.767
332402,signed_up,,,,2022-01-29T22:45:08.717
332403,submitted_equipment,India,man,26-30,2022-01-29T22:45:28.762
332404,completed_profile,Germany,man,26-30,2022-01-29T22:46:03.412
332405,completed_profile,Mexico,man,46-50,2022-01-29T22:48:32.37
332406,completed_profile,Serbia,man,36-40,2022-01-29T22:48:34.551
332407,completed_profile,Ecuador,man,36-40,2022-01-29T22:48:44.2
332408,completed_challenges,Venezuela,man,36-40,2022-01-29T22:48:59.169
332409,completed_profile,Austria,man,31-35,2022-01-29T22:49:57.147
332410,completed_challenges,Colombia,man,21-25,2022-01-29T22:52:07.543
332411,submitted_equipment,Latvia,man,46-50,2022-01-29T22:53:30.303
332412,completed_profile,Ghana,man,26-30,2022-01-29T22:53:52.406
332413,completed_profile,Sierra Leone,man,21-25,2022-01-29T22:55:35.295
332414,signed_up,,,,2022-01-29T22:55:42.385
332415,completed_profile,Venezuela,man,21-25,2022-01-29T22:57:20.183
332416,no_time_commitment,Guatemala,man,21-25,2022-01-29T22:59:36.344
332417,submitted_program_schedule,United Kingdom,man,31-35,2022-01-29T22:59:41.51
332418,submitted_equipment,Mexico,man,36-40,2022-01-29T22:59:43.74
332419,completed_profile,Brazil,man,36-40,2022-01-29T23:01:03.537
332420,submitted_personal_info,Jamaica,woman,46-50,2022-01-29T23:02:41.231
332421,signed_up,,,,2022-01-29T23:02:53.361
332422,completed_profile,Macedonia,man,46-50,2022-01-29T23:03:43.278
332423,completed_profile,Serbia,man,18-20,2022-01-29T23:07:35.436
332424,completed_profile,France,man,31-35,2022-01-29T23:10:10.412
332425,completed_profile,Guatemala,man,31-35,2022-01-29T23:10:22.833
332426,completed_profile,Ghana,man,18-20,2022-01-29T23:14:05.804
332427,completed_profile,Argentina,man,26-30,2022-01-29T23:15:58.033
332428,unlocked_challenges,Togo,man,18-20,2022-01-29T23:20:39.013
332429,completed_profile,Kenya,woman,18-20,2022-01-29T23:22:05.81
332430,completed_profile,Nicaragua,man,18-20,2022-01-29T23:23:17.699
332431,submitted_equipment,Mexico,man,26-30,2022-01-29T23:23:32.891
332432,unlocked_challenges,Ghana,man,18-20,2022-01-29T23:23:49.401
332433,signed_up,,,,2022-01-29T23:27:18.462
332434,completed_profile,Mexico,woman,41-45,2022-01-29T23:28:50.541
332435,completed_challenges,Colombia,man,21-25,2022-01-29T23:29:48.476
332436,completed_profile,Nigeria,woman,18-20,2022-01-29T23:33:15.277
332437,completed_profile,Venezuela,man,18-20,2022-01-29T23:34:45.865
332438,completed_profile,Cyprus,man,21-25,2022-01-29T23:35:58.948
332439,completed_profile,Jamaica,man,21-25,2022-01-29T23:40:19.847
332440,low_english_level,Colombia,man,21-25,2022-01-29T23:43:39.565
332441,submitted_equipment,United Kingdom,man,36-40,2022-01-29T23:43:47.193
332442,completed_profile,Algeria,man,21-25,2022-01-29T23:43:56.931
332443,unlocked_challenges,Brazil,man,36-40,2022-01-29T23:44:30.225
332444,completed_profile,Uruguay,man,21-25,2022-01-29T23:45:07.744
332445,completed_profile,Ghana,man,18-20,2022-01-29T23:45:12.254
332446,completed_profile,Nigeria,man,18-20,2022-01-29T23:45:14.589
332447,submitted_programming_experience,Albania,man,18-20,2022-01-29T23:48:31.022
332448,signed_up,,,,2022-01-29T23:49:47.778
332449,signed_up,,,,2022-01-29T23:57:23.762
332450,submitted_programming_experience,Mexico,man,46-50,2022-01-29T23:59:07.234
332451,completed_profile,Serbia,man,31-35,2022-01-30T00:01:42.838
332452,submitted_equipment,Belgium,man,18-20,2022-01-30T00:02:09.967
332453,completed_challenges,Colombia,man,36-40,2022-01-30T00:08:29.078
332454,low_english_level,Venezuela,man,18-20,2022-01-30T00:08:49.298
332455,completed_profile,Peru,man,36-40,2022-01-30T00:15:08.474
332456,completed_challenges,Ghana,not_answer,26-30,2022-01-30T00:19:57.505
332457,challenges_results_passed,Germany,man,no-answer,2022-01-30T00:20:46.493
332458,completed_challenges,Ecuador,man,41-45,2022-01-30T00:21:44.422
332459,completed_profile,Venezuela,woman,41-45,2022-01-30T00:21:46.983
332460,completed_challenges,Romania,man,18-20,2022-01-30T00:22:51.695
332461,unlocked_challenges,Pakistan,man,26-30,2022-01-30T00:23:32.634
332462,completed_challenges,Venezuela,man,21-25,2022-01-30T00:29:07.789
332463,completed_challenges,Honduras,man,26-30,2022-01-30T00:37:51.971
332464,completed_profile,Nicaragua,man,41-45,2022-01-30T00:38:05.935
332465,no_financial_support,Venezuela,woman,26-30,2022-01-30T00:39:55.917
332466,completed_profile,Spain,man,31-35,2022-01-30T00:40:59.797
332467,completed_profile,Ecuador,man,18-20,2022-01-30T00:48:10.088
332468,is_under_18,Venezuela,man,under-18,2022-01-30T00:48:58.289
332469,completed_profile,Brazil,man,41-45,2022-01-30T00:53:17.974
332470,unlocked_challenges,Poland,man,18-20,2022-01-30T01:01:24.903
332471,completed_profile,Ecuador,man,21-25,2022-01-30T01:01:38.357
332472,completed_profile,Colombia,man,over_50,2022-01-30T01:06:13.841
332473,signed_up,,,,2022-01-30T01:09:08.017
332474,completed_profile,Hungary,woman,26-30,2022-01-30T01:11:37.223
332475,completed_profile,Brazil,man,31-35,2022-01-30T01:12:07.894
332476,completed_profile,Kenya,woman,18-20,2022-01-30T01:13:07.098
332477,unlocked_challenges,Venezuela,man,31-35,2022-01-30T01:13:18.677
332478,completed_profile,Argentina,woman,over_50,2022-01-30T01:13:26.844
332479,submitted_programming_experience,Bolivia,man,over_50,2022-01-30T01:14:33.983
332480,completed_profile,Venezuela,man,18-20,2022-01-30T01:16:17.993
332481,low_english_level,Mexico,man,over_50,2022-01-30T01:17:24.357
332482,submitted_equipment,Colombia,man,over_50,2022-01-30T01:17:50.712
332483,completed_profile,Argentina,man,26-30,2022-01-30T01:17:57.541
332484,unlocked_challenges,Colombia,man,36-40,2022-01-30T01:20:50.972
332485,completed_profile,Argentina,woman,18-20,2022-01-30T01:21:26.431
332486,no_financial_support,Sierra Leone,man,18-20,2022-01-30T01:21:38.768
332487,completed_profile,Venezuela,woman,46-50,2022-01-30T01:24:41.139
332488,submitted_equipment,Argentina,man,41-45,2022-01-30T01:24:50.172
332489,completed_profile,Chile,non_binary,18-20,2022-01-30T01:25:42.934
332490,signed_up,,,,2022-01-30T01:26:25.231
332491,submitted_programming_experience,Pakistan,man,21-25,2022-01-30T01:29:28.102
332492,completed_profile,Ghana,man,21-25,2022-01-30T01:29:39.237
332493,completed_profile,Ghana,man,18-20,2022-01-30T01:30:07.165
332494,submitted_professional_info,Argentina,man,41-45,2022-01-30T01:30:38.563
332495,challenges_results_passed,Argentina,man,46-50,2022-01-30T01:31:43.709
332496,submitted_financial_support,India,man,36-40,2022-01-30T01:32:42.846
332497,completed_profile,Ecuador,man,over_50,2022-01-30T01:34:12.154
332498,completed_profile,Ghana,man,18-20,2022-01-30T01:34:14.341
332499,unlocked_challenges,Ireland,man,over_50,2022-01-30T01:36:16.563
332500,completed_profile,Venezuela,man,31-35,2022-01-30T01:37:47.618
332501,completed_challenges,Colombia,woman,36-40,2022-01-30T01:40:13.935
332502,no_time_commitment,Peru,woman,26-30,2022-01-30T01:40:23.159
332503,completed_challenges,Colombia,man,31-35,2022-01-30T01:42:07.504
332504,signed_up,,,,2022-01-30T01:43:37.234
332505,submitted_equipment,Venezuela,woman,26-30,2022-01-30T01:43:47.018
332506,completed_profile,Chile,man,26-30,2022-01-30T01:43:51.078
332507,completed_profile,Cameroon,man,26-30,2022-01-30T01:44:58.022
